row,part_number,column,value,method,confidence,rule_id,evidence_source,evidence_text,detail
23,653258,RETAIL_DESC,"Firelite, 4 in x 9 in, Drywall",compose,0.85,,,,Shelf line: series + item type + differentiators.
23,653258,LONG_DESC1,"CertainTeed® Firelite, 4 in x 9 in, Drywall",compose,0.85,,,,Every captured attribute rendered in specification order.
23,653258,Product Name,Firelite,rule,0.55,ITM-LEX-01,input:Part_Desc,firelite,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
23,653258,ATTRIBUTE_LABEL 1,Wattage,spec,0.9,,,,"Attribute slot 1 of the specification induced for UNCLASSIFIED (11 rows, populated in 64% of them)."
23,653258,ATTRIBUTE_LABEL 2,Color Temperature,spec,0.9,,,,"Attribute slot 2 of the specification induced for UNCLASSIFIED (11 rows, populated in 82% of them)."
23,653258,ATTRIBUTE_LABEL 3,Bulb Shape,spec,0.9,,,,"Attribute slot 3 of the specification induced for UNCLASSIFIED (11 rows, populated in 27% of them)."
23,653258,ATTRIBUTE_LABEL 4,Base Type,spec,0.9,,,,"Attribute slot 4 of the specification induced for UNCLASSIFIED (11 rows, populated in 64% of them)."
23,653258,ATTRIBUTE_LABEL 5,Pack Quantity,spec,0.9,,,,"Attribute slot 5 of the specification induced for UNCLASSIFIED (11 rows, populated in 45% of them)."
23,653258,ATTRIBUTE_LABEL 6,Size,rule,0.92,DIM-CHN-01,input:Part_Desc,4x9 ,"Dimension chain; decimals converted to trade fractions, unit taken per token from the tick mark."
23,653258,ATTRIBUTE_VALUE 6,4 in x 9 in,rule,0.92,DIM-CHN-01,input:Part_Desc,4x9 ,"Dimension chain; decimals converted to trade fractions, unit taken per token from the tick mark."
23,653258,ATTRIBUTE_LABEL 7,Application,rule,0.92,APP-MAT-01,input:Part_Desc,Drywall,The material this item is intended to work on.
23,653258,ATTRIBUTE_VALUE 7,Drywall,rule,0.92,APP-MAT-01,input:Part_Desc,Drywall,The material this item is intended to work on.
24,AGB15516CG,Mfg_Part_Num,AGB15516CG,input,0.99,,,,Preserved verbatim from the source file.
24,AGB15516CG,Part_Desc,1x6-16' Castle Gate Grooved - Landmark Azek PVC Decking,input,0.99,,,,Preserved verbatim from the source file.
24,AGB15516CG,Part_Manuf,Parksite (6151),input,0.99,,,,Preserved verbatim from the source file.
24,AGB15516CG,SKU - MY_PART_NUMBER,X18759,input,0.99,,,,Preserved verbatim from the source file.
24,AGB15516CG,MANUFACTURER_PART_NUMBER,AGB15516CG,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,AGB15516CG,Supplied part number.
24,AGB15516CG,BRAND_NAME,AZEK®,registry,0.88,IDN-BRD-01,input:Part_Desc,azek pvc,Approved brand 'azek pvc' found in the description.
24,AGB15516CG,MANUFACTURER_NAME,The AZEK Company,registry,0.8624,IDN-MFR-01,input:Part_Desc,azek pvc,Approved brand 'azek pvc' found in the description.
24,AGB15516CG,Classpath,Building Materials>Decking>Composite & PVC Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
24,AGB15516CG,Dept,Building Materials,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
24,AGB15516CG,Class,Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
24,AGB15516CG,Fine,Composite Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
24,AGB15516CG,INVOICE_DESC,DECKING 1IN X 6IN 16FT GRVD,compose,0.9,,,,Budget solver fitted 4 facts into 27/40 characters.
24,AGB15516CG,MOBILE_DESC,"The AZEK Company AZEK, Decking, Castle Gate, AGB15516CG, 1 in x 6 in",compose,0.88,,,,Identity line sized into the 60-80 character window.
24,AGB15516CG,SHORT_DESC,"AZEK® Castle Gate AGB15516CG Decking, 1 in x 6 in, 16 ft, Grooved",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
24,AGB15516CG,RETAIL_DESC,"Castle Gate Decking, 1 in x 6 in, 16 ft, Grooved",compose,0.85,,,,Shelf line: series + item type + differentiators.
24,AGB15516CG,LONG_DESC1,"AZEK® Decking, Castle Gate, 1 in x 6 in, 16 ft, Grooved",compose,0.85,,,,Every captured attribute rendered in specification order.
24,AGB15516CG,Product Name,Decking,rule,0.8417,ITM-LEX-01,input:Part_Desc,decking,Resolved against the item-type vocabulary induced from this catalogue (5 occurrences).
24,AGB15516CG,ATTRIBUTE_LABEL 1,Nominal Size,spec,0.9,,,,"Attribute slot 1 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
24,AGB15516CG,ATTRIBUTE_VALUE 1,1 in x 6 in,rule,0.92,DIM-NOM-01,input:Part_Desc,1x6-16',"Decking nominal profile: thickness x width, length carried separately."
24,AGB15516CG,ATTRIBUTE_LABEL 2,Length,spec,0.9,,,,"Attribute slot 2 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
24,AGB15516CG,ATTRIBUTE_VALUE 2,16,rule,0.92,DIM-LEN-01,input:Part_Desc,1x6-16',Board length in feet from the '-NN'' suffix.
24,AGB15516CG,ATTRIBUTE_UOM 2,ft,rule,0.92,DIM-LEN-01,input:Part_Desc,1x6-16',Board length in feet from the '-NN'' suffix.
24,AGB15516CG,ATTRIBUTE_LABEL 3,Edge Profile,spec,0.9,,,,"Attribute slot 3 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
24,AGB15516CG,ATTRIBUTE_VALUE 3,Grooved,rule,0.92,DEC-EDG-01,input:Part_Desc,Grooved,"Board edge profile; a grooved board takes hidden fasteners, a square edge does not."
24,AGB15516CG,ATTRIBUTE_LABEL 4,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Castle Gate,Capitalised collection name left after brand and item type were removed.
24,AGB15516CG,ATTRIBUTE_VALUE 4,Castle Gate,rule,0.72,SER-CAP-01,input:Part_Desc,Castle Gate,Capitalised collection name left after brand and item type were removed.
24,AGB15516CG,UNSPSC,30103600,inferred,0.72,TAX-050,registry:taxonomy,30103600,UNSPSC family for classpath Building Materials>Decking>Composite & PVC Decking.
25,TR5006WN,Mfg_Part_Num,TR5006WN,input,0.99,,,,Preserved verbatim from the source file.
25,TR5006WN,Part_Desc,TR5006WN Speed Queen Washer Wh,input,0.99,,,,Preserved verbatim from the source file.
25,TR5006WN,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
25,TR5006WN,SKU - MY_PART_NUMBER,X12213,input,0.99,,,,Preserved verbatim from the source file.
25,TR5006WN,MANUFACTURER_PART_NUMBER,TR5006WN,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,TR5006WN,Supplied part number.
25,TR5006WN,BRAND_NAME,Speed Queen®,registry,0.88,IDN-BRD-01,input:Part_Desc,Speed Queen,Approved brand 'Speed Queen' found in the description.
25,TR5006WN,MANUFACTURER_NAME,Alliance Laundry Systems,registry,0.8624,IDN-MFR-01,input:Part_Desc,Speed Queen,Approved brand 'Speed Queen' found in the description.
25,TR5006WN,Classpath,Appliances & Consumer Electronics>Laundry Appliances>Washers,rule,0.9,TAX-041,input:Part_Desc,Washer,Matched taxonomy rule TAX-041 on 'Washer'.
25,TR5006WN,Dept,Appliances,rule,0.9,TAX-041,input:Part_Desc,Washer,Matched taxonomy rule TAX-041 on 'Washer'.
25,TR5006WN,Class,Large Appliances,rule,0.9,TAX-041,input:Part_Desc,Washer,Matched taxonomy rule TAX-041 on 'Washer'.
25,TR5006WN,Fine,Washers,rule,0.9,TAX-041,input:Part_Desc,Washer,Matched taxonomy rule TAX-041 on 'Washer'.
25,TR5006WN,INVOICE_DESC,WASHER WH TR5006WN,compose,0.9,,,,Budget solver fitted 3 facts into 18/40 characters.
25,TR5006WN,MOBILE_DESC,"Alliance Laundry Systems Speed Queen, Washer, TR5006WN, White",compose,0.88,,,,Identity line sized into the 60-80 character window.
25,TR5006WN,SHORT_DESC,"Speed Queen® TR5006WN Washer, White",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
25,TR5006WN,RETAIL_DESC,"Washer, White",compose,0.85,,,,Shelf line: series + item type + differentiators.
25,TR5006WN,LONG_DESC1,"Speed Queen® Washer, White",compose,0.85,,,,Every captured attribute rendered in specification order.
25,TR5006WN,Product Name,Washer,rule,0.7977,ITM-LEX-01,input:Part_Desc,washer,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
25,TR5006WN,ATTRIBUTE_LABEL 1,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
25,TR5006WN,ATTRIBUTE_VALUE 1,White,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
25,TR5006WN,UNSPSC,52141601,inferred,0.72,TAX-041,registry:taxonomy,52141601,UNSPSC family for classpath Appliances & Consumer Electronics>Laundry Appliances>Washers.
26,573485,Mfg_Part_Num,573485,input,0.99,,,,Preserved verbatim from the source file.
26,573485,Part_Desc,573485 60W Led A19 Med 50k 2pk,input,0.99,,,,Preserved verbatim from the source file.
26,573485,Part_Manuf,Phillips Lighting (5831),input,0.99,,,,Preserved verbatim from the source file.
26,573485,SKU - MY_PART_NUMBER,X99770,input,0.99,,,,Preserved verbatim from the source file.
26,573485,MANUFACTURER_PART_NUMBER,573485,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,573485,Supplied part number.
26,573485,BRAND_NAME,Philips®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
26,573485,MANUFACTURER_NAME,Signify Holding,registry,0.882,IDN-MFR-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
26,573485,Classpath,Electrical>Lighting & Bulbs>Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
26,573485,Dept,Electrical,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
26,573485,Class,Lighting,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
26,573485,Fine,Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
26,573485,INVOICE_DESC,BULB 60W 5000K 2 MED A19 LED,compose,0.9,,,,Budget solver fitted 7 facts into 28/40 characters.
26,573485,MOBILE_DESC,"Signify Holding Philips, Light Bulb, 573485, 60 W, 5000 K, LED",compose,0.88,,,,Identity line sized into the 60-80 character window.
26,573485,SHORT_DESC,"Philips® 573485 Light Bulb, 60 W, 5000 K, LED, A19",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
26,573485,RETAIL_DESC,"Light Bulb, 60 W, 5000 K, LED, A19",compose,0.85,,,,Shelf line: series + item type + differentiators.
26,573485,LONG_DESC1,"Philips® Light Bulb, 60 W, 5000 K, LED, A19, Medium Base, 2",compose,0.85,,,,Every captured attribute rendered in specification order.
26,573485,Product Name,Light Bulb,inferred,0.78,ITM-INF-LAMP,rule:ITM-INF-LAMP,"wattage, color_temperature","Item type inferred from co-occurring attributes (wattage, color_temperature); the description never names the item."
26,573485,ATTRIBUTE_LABEL 1,Wattage,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
26,573485,ATTRIBUTE_VALUE 1,60,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
26,573485,ATTRIBUTE_UOM 1,W,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
26,573485,ATTRIBUTE_LABEL 2,Color Temperature,rule,0.92,LMP-K-01,input:Part_Desc,50k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
26,573485,ATTRIBUTE_VALUE 2,5000,rule,0.92,LMP-K-01,input:Part_Desc,50k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
26,573485,ATTRIBUTE_UOM 2,K,rule,0.92,LMP-K-01,input:Part_Desc,50k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
26,573485,ATTRIBUTE_LABEL 3,Lamp Type,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
26,573485,ATTRIBUTE_VALUE 3,LED,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
26,573485,ATTRIBUTE_LABEL 4,Bulb Shape,rule,0.92,LMP-SHP-01,input:Part_Desc,A19,ANSI lamp shape designation.
26,573485,ATTRIBUTE_VALUE 4,A19,rule,0.92,LMP-SHP-01,input:Part_Desc,A19,ANSI lamp shape designation.
26,573485,ATTRIBUTE_LABEL 5,Base Type,rule,0.92,LMP-BAS-01,input:Part_Desc,Med,Lamp base designation.
26,573485,ATTRIBUTE_VALUE 5,Medium Base,rule,0.92,LMP-BAS-01,input:Part_Desc,Med,Lamp base designation.
26,573485,ATTRIBUTE_LABEL 6,Pack Quantity,rule,0.92,PKG-PK-01,input:Part_Desc,2pk,Multi-pack count.
26,573485,ATTRIBUTE_VALUE 6,2,rule,0.92,PKG-PK-01,input:Part_Desc,2pk,Multi-pack count.
26,573485,UNSPSC,39101600,inferred,0.72,TAX-001,registry:taxonomy,39101600,UNSPSC family for classpath Electrical>Lighting & Bulbs>Light Bulbs.
27,220USBP5U,Mfg_Part_Num,220USBP5U,input,0.99,,,,Preserved verbatim from the source file.
27,220USBP5U,Part_Desc,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,input,0.99,,,,Preserved verbatim from the source file.
27,220USBP5U,Part_Manuf,Vessel Tools USA Inc (VESTO),input,0.99,,,,Preserved verbatim from the source file.
27,220USBP5U,SKU - MY_PART_NUMBER,X37984,input,0.99,,,,Preserved verbatim from the source file.
27,220USBP5U,MANUFACTURER_PART_NUMBER,220USBP5U,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,220USBP5U,Supplied part number.
27,220USBP5U,BRAND_NAME,Vessel®,registry,0.88,IDN-BRD-01,input:Part_Desc,Vessel,Approved brand 'Vessel' found in the description.
27,220USBP5U,MANUFACTURER_NAME,"Vessel Co., Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Vessel,Approved brand 'Vessel' found in the description.
27,220USBP5U,Classpath,Tools & Equipment>Hand Tools>Screwdrivers,rule,0.9,TAX-075,input:Part_Desc,Screwdriver,Matched taxonomy rule TAX-075 on 'Screwdriver'.
27,220USBP5U,Dept,Tools,rule,0.9,TAX-075,input:Part_Desc,Screwdriver,Matched taxonomy rule TAX-075 on 'Screwdriver'.
27,220USBP5U,Class,Hand Tools,rule,0.9,TAX-075,input:Part_Desc,Screwdriver,Matched taxonomy rule TAX-075 on 'Screwdriver'.
27,220USBP5U,Fine,Screwdrivers,rule,0.9,TAX-075,input:Part_Desc,Screwdriver,Matched taxonomy rule TAX-075 on 'Screwdriver'.
27,220USBP5U,INVOICE_DESC,SCREWDRIVER 5 SET,compose,0.9,,,,Budget solver fitted 3 facts into 17/40 characters.
27,220USBP5U,MOBILE_DESC,"Vessel Co., Inc. Vessel, Screwdriver, 220USBP5U, 5, Set",compose,0.88,,,,"Only 55 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
27,220USBP5U,SHORT_DESC,"Vessel® 220USBP5U Screwdriver, 5, Set",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
27,220USBP5U,RETAIL_DESC,"Screwdriver, 5, Set",compose,0.85,,,,Shelf line: series + item type + differentiators.
27,220USBP5U,LONG_DESC1,"Vessel® Screwdriver, 5, Set",compose,0.85,,,,Every captured attribute rendered in specification order.
27,220USBP5U,Product Name,Screwdriver,rule,0.77,ITM-LEX-01,input:Part_Desc,screwdriver,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
27,220USBP5U,ATTRIBUTE_LABEL 1,Pack Quantity,rule,0.92,PKG-PK-01,input:Part_Desc,5pc,Multi-pack count.
27,220USBP5U,ATTRIBUTE_VALUE 1,5,rule,0.92,PKG-PK-01,input:Part_Desc,5pc,Multi-pack count.
27,220USBP5U,ATTRIBUTE_LABEL 2,Configuration,rule,0.92,PKG-CFG-01,input:Part_Desc,Set,How the item is sold; a kit and a bare tool are different SKUs.
27,220USBP5U,ATTRIBUTE_VALUE 2,Set,rule,0.92,PKG-CFG-01,input:Part_Desc,Set,How the item is sold; a kit and a bare tool are different SKUs.
27,220USBP5U,UNSPSC,27111500,inferred,0.72,TAX-075,registry:taxonomy,27111500,UNSPSC family for classpath Tools & Equipment>Hand Tools>Screwdrivers.
28,230.312.08,Mfg_Part_Num,230.312.08,input,0.99,,,,Preserved verbatim from the source file.
28,230.312.08,Part_Desc,230.312.08 CMT Locked Dado Pro Set,input,0.99,,,,Preserved verbatim from the source file.
28,230.312.08,Part_Manuf,CMT USA Inc (CMTUS),input,0.99,,,,Preserved verbatim from the source file.
28,230.312.08,SKU - MY_PART_NUMBER,X16858,input,0.99,,,,Preserved verbatim from the source file.
28,230.312.08,MANUFACTURER_PART_NUMBER,230.312.08,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,230.312.08,Supplied part number.
28,230.312.08,BRAND_NAME,CMT®,registry,0.88,IDN-BRD-01,input:Part_Desc,CMT,Approved brand 'CMT' found in the description.
28,230.312.08,MANUFACTURER_NAME,CMT Utensili S.p.A.,registry,0.8624,IDN-MFR-01,input:Part_Desc,CMT,Approved brand 'CMT' found in the description.
28,230.312.08,INVOICE_DESC,LOCKED DADO SET,compose,0.9,,,,Budget solver fitted 2 facts into 15/40 characters.
28,230.312.08,MOBILE_DESC,"CMT Utensili S.p.A. CMT, Locked Dado, 230.312.08, Set",compose,0.88,,,,"Only 53 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
28,230.312.08,SHORT_DESC,"CMT® 230.312.08 Locked Dado, Set",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
28,230.312.08,RETAIL_DESC,"Locked Dado, Set",compose,0.85,,,,Shelf line: series + item type + differentiators.
28,230.312.08,LONG_DESC1,"CMT® Locked Dado, Set",compose,0.85,,,,Every captured attribute rendered in specification order.
28,230.312.08,Product Name,Locked Dado,rule,0.55,ITM-LEX-01,input:Part_Desc,locked dado,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
28,230.312.08,ATTRIBUTE_LABEL 1,Wattage,spec,0.9,,,,"Attribute slot 1 of the specification induced for UNCLASSIFIED (11 rows, populated in 64% of them)."
28,230.312.08,ATTRIBUTE_LABEL 2,Color Temperature,spec,0.9,,,,"Attribute slot 2 of the specification induced for UNCLASSIFIED (11 rows, populated in 82% of them)."
28,230.312.08,ATTRIBUTE_LABEL 3,Bulb Shape,spec,0.9,,,,"Attribute slot 3 of the specification induced for UNCLASSIFIED (11 rows, populated in 27% of them)."
28,230.312.08,ATTRIBUTE_LABEL 4,Base Type,spec,0.9,,,,"Attribute slot 4 of the specification induced for UNCLASSIFIED (11 rows, populated in 64% of them)."
28,230.312.08,ATTRIBUTE_LABEL 5,Pack Quantity,spec,0.9,,,,"Attribute slot 5 of the specification induced for UNCLASSIFIED (11 rows, populated in 45% of them)."
28,230.312.08,ATTRIBUTE_LABEL 6,Configuration,rule,0.92,PKG-CFG-01,input:Part_Desc,Set,How the item is sold; a kit and a bare tool are different SKUs.
28,230.312.08,ATTRIBUTE_VALUE 6,Set,rule,0.92,PKG-CFG-01,input:Part_Desc,Set,How the item is sold; a kit and a bare tool are different SKUs.
29,MK113MPAP,Mfg_Part_Num,MK113MPAP,input,0.99,,,,Preserved verbatim from the source file.
29,MK113MPAP,Part_Desc,MK113MPAP Edge Safety Glasses - Makalu Black Frame Polarized,input,0.99,,,,Preserved verbatim from the source file.
29,MK113MPAP,Part_Manuf,Edge Eyewear Inc (EDGSA),input,0.99,,,,Preserved verbatim from the source file.
29,MK113MPAP,SKU - MY_PART_NUMBER,X59212,input,0.99,,,,Preserved verbatim from the source file.
29,MK113MPAP,MANUFACTURER_PART_NUMBER,MK113MPAP,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,MK113MPAP,Supplied part number.
29,MK113MPAP,BRAND_NAME,Edge Eyewear®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Edge Eyewear Inc (EDGSA),Supplier string normalised to the approved manufacturer.
29,MK113MPAP,MANUFACTURER_NAME,Wolf Peak International,registry,0.882,IDN-MFR-01,input:Part_Manuf,Edge Eyewear Inc (EDGSA),Supplier string normalised to the approved manufacturer.
29,MK113MPAP,Classpath,Safety>Personal Protective Equipment>Eye & Ear Protection,rule,0.9,TAX-059,input:Part_Desc,Safety Glasses,Matched taxonomy rule TAX-059 on 'Safety Glasses'.
29,MK113MPAP,Dept,Safety,rule,0.9,TAX-059,input:Part_Desc,Safety Glasses,Matched taxonomy rule TAX-059 on 'Safety Glasses'.
29,MK113MPAP,Class,PPE,rule,0.9,TAX-059,input:Part_Desc,Safety Glasses,Matched taxonomy rule TAX-059 on 'Safety Glasses'.
29,MK113MPAP,Fine,Protective Equipment,rule,0.9,TAX-059,input:Part_Desc,Safety Glasses,Matched taxonomy rule TAX-059 on 'Safety Glasses'.
29,MK113MPAP,INVOICE_DESC,SAFETY GLASSES BK,compose,0.9,,,,Budget solver fitted 2 facts into 17/40 characters.
29,MK113MPAP,MOBILE_DESC,"Wolf Peak International Edge Eyewear, Safety Glasses, Makalu Frame Polarized",compose,0.88,,,,Identity line sized into the 60-80 character window.
29,MK113MPAP,SHORT_DESC,"Edge Eyewear® Makalu Frame Polarized MK113MPAP Safety Glasses, Black",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
29,MK113MPAP,RETAIL_DESC,"Makalu Frame Polarized Safety Glasses, Black",compose,0.85,,,,Shelf line: series + item type + differentiators.
29,MK113MPAP,LONG_DESC1,"Edge Eyewear® Safety Glasses, Makalu Frame Polarized, Black",compose,0.85,,,,Every captured attribute rendered in specification order.
29,MK113MPAP,Product Name,Safety Glasses,rule,0.81,ITM-LEX-01,input:Part_Desc,safety glasses,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
29,MK113MPAP,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Makalu Frame Polarized,Capitalised collection name left after brand and item type were removed.
29,MK113MPAP,ATTRIBUTE_VALUE 1,Makalu Frame Polarized,rule,0.72,SER-CAP-01,input:Part_Desc,Makalu Frame Polarized,Capitalised collection name left after brand and item type were removed.
29,MK113MPAP,ATTRIBUTE_LABEL 2,Color,rule,0.92,FIN-WRD-01,input:Part_Desc,Black,Finish stated in full words.
29,MK113MPAP,ATTRIBUTE_VALUE 2,Black,rule,0.92,FIN-WRD-01,input:Part_Desc,Black,Finish stated in full words.
29,MK113MPAP,UNSPSC,46181800,inferred,0.72,TAX-059,registry:taxonomy,46181800,UNSPSC family for classpath Safety>Personal Protective Equipment>Eye & Ear Protection.
30,CVM517P3RD1,Mfg_Part_Num,CVM517P3RD1,input,0.99,,,,Preserved verbatim from the source file.
30,CVM517P3RD1,Part_Desc,CVM517P3RD1 Cafe Microwave Bk - Display,input,0.99,,,,Preserved verbatim from the source file.
30,CVM517P3RD1,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
30,CVM517P3RD1,SKU - MY_PART_NUMBER,X62091,input,0.99,,,,Preserved verbatim from the source file.
30,CVM517P3RD1,MANUFACTURER_PART_NUMBER,CVM517P3RD1,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,CVM517P3RD1,Supplied part number.
30,CVM517P3RD1,Classpath,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,rule,0.9,TAX-040,input:Part_Desc,Microwave,Matched taxonomy rule TAX-040 on 'Microwave'.
30,CVM517P3RD1,Dept,Appliances,rule,0.9,TAX-040,input:Part_Desc,Microwave,Matched taxonomy rule TAX-040 on 'Microwave'.
30,CVM517P3RD1,Class,Large Appliances,rule,0.9,TAX-040,input:Part_Desc,Microwave,Matched taxonomy rule TAX-040 on 'Microwave'.
30,CVM517P3RD1,Fine,Microwaves,rule,0.9,TAX-040,input:Part_Desc,Microwave,Matched taxonomy rule TAX-040 on 'Microwave'.
30,CVM517P3RD1,INVOICE_DESC,MICROWAVE BK CVM517P3RD1,compose,0.9,,,,Budget solver fitted 3 facts into 24/40 characters.
30,CVM517P3RD1,MOBILE_DESC,"Microwave, CVM517P3RD1, Black",compose,0.88,,,,"Only 29 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
30,CVM517P3RD1,SHORT_DESC,"CVM517P3RD1 Microwave, Black",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
30,CVM517P3RD1,RETAIL_DESC,"Microwave, Black",compose,0.85,,,,Shelf line: series + item type + differentiators.
30,CVM517P3RD1,LONG_DESC1,"Microwave, Black",compose,0.85,,,,Every captured attribute rendered in specification order.
30,CVM517P3RD1,Product Name,Microwave,rule,0.77,ITM-LEX-01,input:Part_Desc,microwave,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
30,CVM517P3RD1,ATTRIBUTE_LABEL 1,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,Bk,Trade finish code expanded via the approved abbreviation map.
30,CVM517P3RD1,ATTRIBUTE_VALUE 1,Black,rule,0.92,FIN-CDE-01,input:Part_Desc,Bk,Trade finish code expanded via the approved abbreviation map.
30,CVM517P3RD1,UNSPSC,52141520,inferred,0.72,TAX-040,registry:taxonomy,52141520,UNSPSC family for classpath Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens.
31,49-94-0923,Mfg_Part_Num,49-94-0923,input,0.99,,,,Preserved verbatim from the source file.
31,49-94-0923,Part_Desc,"49-94-0923 Milw 6""x1/8""x7/8"" Perform+Dual Metal Cut and Grind Disc",input,0.99,,,,Preserved verbatim from the source file.
31,49-94-0923,Part_Manuf,Milwaukee Accessory (4031),input,0.99,,,,Preserved verbatim from the source file.
31,49-94-0923,SKU - MY_PART_NUMBER,X19573,input,0.99,,,,Preserved verbatim from the source file.
31,49-94-0923,MANUFACTURER_PART_NUMBER,49-94-0923,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,49-94-0923,Supplied part number.
31,49-94-0923,BRAND_NAME,Milwaukee®,registry,0.88,IDN-BRD-01,input:Part_Desc,milw,Approved brand 'milw' found in the description.
31,49-94-0923,MANUFACTURER_NAME,Milwaukee Tool,registry,0.8624,IDN-MFR-01,input:Part_Desc,milw,Approved brand 'milw' found in the description.
31,49-94-0923,Classpath,Tools & Equipment>Abrasives>Sanding Discs,rule,0.9,TAX-018,input:Part_Desc,Grind Disc,Matched taxonomy rule TAX-018 on 'Disc'.
31,49-94-0923,Dept,Tools,rule,0.9,TAX-018,input:Part_Desc,Grind Disc,Matched taxonomy rule TAX-018 on 'Disc'.
31,49-94-0923,Class,Power Tool Accessories,rule,0.9,TAX-018,input:Part_Desc,Grind Disc,Matched taxonomy rule TAX-018 on 'Disc'.
31,49-94-0923,Fine,Sanding Discs,rule,0.9,TAX-018,input:Part_Desc,Grind Disc,Matched taxonomy rule TAX-018 on 'Disc'.
31,49-94-0923,INVOICE_DESC,GRIND DISC 6IN 1/8IN 7/8IN METAL,compose,0.9,,,,Budget solver fitted 5 facts into 32/40 characters.
31,49-94-0923,MOBILE_DESC,"Milwaukee Tool Milwaukee, Grind Disc, Dual Cut, 49-94-0923, 7/8 in",compose,0.88,,,,Identity line sized into the 60-80 character window.
